link,Owner,Extension,Level,DateCreated,DateAccessed,DateWritten,TotalByteSize,DirectByteSize,DirectFileCount,CharacterLength,pathString,parentName,ID,parentID,TotalFileCount,bg_clr,ico,ext,fileType,bgclr,i.ico,i.fileType,Name,Type,DateWrittenIndexDate,DateCreatedIndexDate,DateAccessedIndexDate,filter
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/notebook.ipynb"">NA notebook</a>",ECNCR/Kedidaz,ipynb,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,0,,,62,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\notebook,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2,737,124,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/README.md"">NA README</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,20846,,,57,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\README,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2,738,124,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/solution/1-notebook.ipynb"">NA 1-notebook</a>",ECNCR/Kedidaz,ipynb,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,5049,,,73,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\1-notebook,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution,739,125,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,1-notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/solution/2-notebook.ipynb"">NA 2-notebook</a>",ECNCR/Kedidaz,ipynb,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,3676,,,73,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\2-notebook,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution,740,125,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,2-notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/solution/3-notebook.ipynb"">NA 3-notebook</a>",ECNCR/Kedidaz,ipynb,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,8240,,,73,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\3-notebook,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution,741,125,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,3-notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/solution/Julia/README.md"">NA README</a>",ECNCR/Kedidaz,md,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,31,,,72,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\Julia\README,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\Julia,742,126,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/solution/R/README.md"">NA README</a>",ECNCR/Kedidaz,md,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,31,,,68,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\R\README,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\solution\R,743,127,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/translations/assignment.es.md"">NA assignment.es</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,965,,,77,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations\assignment.es,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations,744,128,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/translations/assignment.it.md"">NA assignment.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,801,,,77,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations\assignment.it,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations,745,128,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/translations/assignment.ko.md"">NA assignment.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1056,,,77,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations\assignment.ko,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations,746,128,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/translations/README.es.md"">NA README.es</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,22400,,,73,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations\README.es,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations,747,128,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,22606,,,73,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations\README.it,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations,748,128,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/5-Hotel-Reviews-2/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,21881,,,73,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations\README.ko,C:\ML-For-Beginners-main\6-NLP\5-Hotel-Reviews-2\translations,749,128,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/data/README.md"">NA README</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,46,,,44,C:\ML-For-Beginners-main\6-NLP\data\README,C:\ML-For-Beginners-main\6-NLP\data,750,129,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/images/p&p.jpg""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> p&p</a>",ECNCR/Kedidaz,jpg,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,150838,,,44,C:\ML-For-Beginners-main\6-NLP\images\p&p,C:\ML-For-Beginners-main\6-NLP\images,751,130,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",jpg,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,p&p,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.es.md"">NA README.es</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2540,,,55,C:\ML-For-Beginners-main\6-NLP\translations\README.es,C:\ML-For-Beginners-main\6-NLP\translations,752,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.hi.md"">NA README.hi</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1985,,,55,C:\ML-For-Beginners-main\6-NLP\translations\README.hi,C:\ML-For-Beginners-main\6-NLP\translations,753,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.hi,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2215,,,55,C:\ML-For-Beginners-main\6-NLP\translations\README.it,C:\ML-For-Beginners-main\6-NLP\translations,754,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2072,,,55,C:\ML-For-Beginners-main\6-NLP\translations\README.ko,C:\ML-For-Beginners-main\6-NLP\translations,755,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.pt-br.md"">NA README.pt-br</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2677,,,58,C:\ML-For-Beginners-main\6-NLP\translations\README.pt-br,C:\ML-For-Beginners-main\6-NLP\translations,756,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.pt-br,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.ru.md"">NA README.ru</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,3336,,,55,C:\ML-For-Beginners-main\6-NLP\translations\README.ru,C:\ML-For-Beginners-main\6-NLP\translations,757,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ru,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/6-NLP/translations/README.zh-cn.md"">NA README.zh-cn</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1695,,,58,C:\ML-For-Beginners-main\6-NLP\translations\README.zh-cn,C:\ML-For-Beginners-main\6-NLP\translations,758,131,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/README.md"">NA README</a>",ECNCR/Kedidaz,md,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1902,,,46,C:\ML-For-Beginners-main\7-TimeSeries\README,C:\ML-For-Beginners-main\7-TimeSeries,759,132,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/assignment.md"">NA assignment</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1290,,,65,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\assignment,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction,760,133,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/README.md"">NA README</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,11106,,,61,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\README,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction,761,133,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/images/currency.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> currency</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,72656,,,71,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images\currency,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images,762,134,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,currency,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/images/energy-plot.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> energy-plot</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,46268,,,74,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images\energy-plot,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images,763,134,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,energy-plot,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/images/july-2014.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> july-2014</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,43657,,,72,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images\july-2014,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images,764,134,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,july-2014,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/images/scaled.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> scaled</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,6828,,,69,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images\scaled,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\images,765,134,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,scaled,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/notebook.ipynb"">NA notebook</a>",ECNCR/Kedidaz,ipynb,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,406973,,,75,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\notebook,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution,766,135,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/common/environment.yaml"">NA environment</a>",ECNCR/Kedidaz,yaml,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,605,,,84,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common\environment,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common,767,136,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",yaml,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,environment,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/common/extract_data.py""><i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i> extract_data</a>",ECNCR/Kedidaz,py,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1488,,,83,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common\extract_data,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common,768,136,1,#c8e6c9,"<i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i>",py,code,#c8e6c9,"<i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i>",code,extract_data,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/common/utils.py""><i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i> utils</a>",ECNCR/Kedidaz,py,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,6099,,,76,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common\utils,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common,769,136,1,#c8e6c9,"<i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i>",py,code,#c8e6c9,"<i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i>",code,utils,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/common/__init__.py""><i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i> __init__</a>",ECNCR/Kedidaz,py,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,0,,,79,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common\__init__,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\common,770,136,1,#c8e6c9,"<i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i>",py,code,#c8e6c9,"<i class=""fa fa-scroll"" role=""presentation"" aria-label=""scroll icon""></i>",code,__init__,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/data/energy.csv""><i class=""fa fa-file-csv"" role=""presentation"" aria-label=""file-csv icon""></i> energy</a>",ECNCR/Kedidaz,csv,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,980142,,,76,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\data\energy,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\data,771,137,1,#c8e6c9,"<i class=""fa fa-file-csv"" role=""presentation"" aria-label=""file-csv icon""></i>",csv,csv,#c8e6c9,"<i class=""fa fa-file-csv"" role=""presentation"" aria-label=""file-csv icon""></i>",csv,energy,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/7-TimeSeries/1-Introduction/solution/Julia/README.md"">NA README</a>",ECNCR/Kedidaz,md,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,31,,,76,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\Julia\README,C:\ML-For-Beginners-main\7-TimeSeries\1-Introduction\solution\Julia,772,138,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
